movieId,title,genres,title_lower,combined_text
91970,"Man Next Door, The (El hombre de al lado) (2009)",Drama,"man next door, the (el hombre de al lado) (2009)","Man Next Door, The (El hombre de al lado) (2009) Drama"
91972,"Divide, The (2011)",Thriller,"divide, the (2011)","Divide, The (2011) Thriller"
91974,Underworld: Awakening (2012),Action Fantasy Horror IMAX,underworld: awakening (2012),Underworld: Awakening (2012) Action Fantasy Horror IMAX
91976,"Grey, The (2012)",Action Drama,"grey, the (2012)","Grey, The (2012) Action Drama"
91978,Man on a Ledge (2012),Crime Thriller,man on a ledge (2012),Man on a Ledge (2012) Crime Thriller
91981,Sacrifice (Zhao shi gu er) (2010),Drama,sacrifice (zhao shi gu er) (2010),Sacrifice (Zhao shi gu er) (2010) Drama
91983,"Hustlers, The (Veijarit) (2010)",Comedy Drama,"hustlers, the (veijarit) (2010)","Hustlers, The (Veijarit) (2010) Comedy Drama"
91987,"Pruitt-Igoe Myth, The (2011)",Documentary Drama,"pruitt-igoe myth, the (2011)","Pruitt-Igoe Myth, The (2011) Documentary Drama"
91991,First Family (1980),Comedy,first family (1980),First Family (1980) Comedy
91993,All Night Long (1962),Drama,all night long (1962),All Night Long (1962) Drama
91995,Gorilla at Large (1954),Mystery Thriller,gorilla at large (1954),Gorilla at Large (1954) Mystery Thriller
91997,"Garden of Eden, The (2008)",Drama,"garden of eden, the (2008)","Garden of Eden, The (2008) Drama"
92001,Time Without Pity (1957),Crime Drama Mystery,time without pity (1957),Time Without Pity (1957) Crime Drama Mystery
92004,Chill Out! (Descongélate!) (2003),Comedy Drama,chill out! (descongélate!) (2003),Chill Out! (Descongélate!) (2003) Comedy Drama
92006,White Irish Drinkers (2010),Drama,white irish drinkers (2010),White Irish Drinkers (2010) Drama
92008,Haywire (2011),Action Thriller,haywire (2011),Haywire (2011) Action Thriller
92010,Case départ (2011),Comedy,case départ (2011),Case départ (2011) Comedy
92023,"Las Vegas Story, The (1952)",Crime Drama Film-Noir,"las vegas story, the (1952)","Las Vegas Story, The (1952) Crime Drama Film-Noir"
92025,My Man and I (1952),Drama,my man and i (1952),My Man and I (1952) Drama
92027,Secrets (1933),Western,secrets (1933),Secrets (1933) Western
92029,Westbound (1959),Western,westbound (1959),Westbound (1959) Western
92032,"Don Is Dead, The (1973)",Action Crime Drama Thriller,"don is dead, the (1973)","Don Is Dead, The (1973) Action Crime Drama Thriller"
92046,Contact High (2009),Comedy,contact high (2009),Contact High (2009) Comedy
92048,"Whistleblower, The (2010)",Drama Thriller,"whistleblower, the (2010)","Whistleblower, The (2010) Drama Thriller"
92058,"Human Centipede II (Full Sequence), The (2011)",Horror,"human centipede ii (full sequence), the (2011)","Human Centipede II (Full Sequence), The (2011) Horror"
92062,Dad Savage (1998),Crime Thriller,dad savage (1998),Dad Savage (1998) Crime Thriller
92064,You and Me (1938),Crime Romance,you and me (1938),You and Me (1938) Crime Romance
92079,"Nazis: A Warning from History, The (1997)",Documentary War,"nazis: a warning from history, the (1997)","Nazis: A Warning from History, The (1997) Documentary War"
92083,Zen (2009),Drama,zen (2009),Zen (2009) Drama
92085,King of Beggars (Mo jong yuen So Hat-Yi) (1992),Action Comedy Drama,king of beggars (mo jong yuen so hat-yi) (1992),King of Beggars (Mo jong yuen So Hat-Yi) (1992) Action Comedy Drama
92094,Einstein and Eddington (2008),Drama,einstein and eddington (2008),Einstein and Eddington (2008) Drama
92096,14 Blades (Jin yi wei) (2010),Action Drama,14 blades (jin yi wei) (2010),14 Blades (Jin yi wei) (2010) Action Drama
92099,"Locals, The (2003)",Horror Thriller,"locals, the (2003)","Locals, The (2003) Horror Thriller"
92102,"Buona Sera, Mrs. Campbell (1968)",Comedy,"buona sera, mrs. campbell (1968)","Buona Sera, Mrs. Campbell (1968) Comedy"
92104,40 Pounds of Trouble (1962),Comedy,40 pounds of trouble (1962),40 Pounds of Trouble (1962) Comedy
92106,My Future Boyfriend (2011),Comedy Romance Sci-Fi,my future boyfriend (2011),My Future Boyfriend (2011) Comedy Romance Sci-Fi
92118,"Terrorizers, The (Kong bu fen zi) (1986)",Drama,"terrorizers, the (kong bu fen zi) (1986)","Terrorizers, The (Kong bu fen zi) (1986) Drama"
92120,Good Bye (Bé omid é didar) (2011),Drama,good bye (bé omid é didar) (2011),Good Bye (Bé omid é didar) (2011) Drama
92122,"Loneliest Planet, The (2011)",Thriller,"loneliest planet, the (2011)","Loneliest Planet, The (2011) Thriller"
92124,Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989),Documentary War,images of the world and the inscription of war (bilder der welt und inschrift des krieges) (1989),Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989) Documentary War
92126,Policeman (Ha-shoter) (2011),Drama,policeman (ha-shoter) (2011),Policeman (Ha-shoter) (2011) Drama
92128,Disorder (2009),Documentary,disorder (2009),Disorder (2009) Documentary
92130,Red Psalm (Még kér a nép) (1972),Drama Musical War,red psalm (még kér a nép) (1972),Red Psalm (Még kér a nép) (1972) Drama Musical War
92132,Regeneration (1915),Crime Drama Romance,regeneration (1915),Regeneration (1915) Crime Drama Romance
92134,"Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001)",Drama,"afternoon of a torturer, the (dupa-amiaza unui tortionar) (2001)","Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001) Drama"
92136,We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972),Drama,we won't grow old together (nous ne vieillirons pas ensemble) (1972),We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972) Drama
92152,"Turn Me On, Dammit! (Få meg på, for faen) (2011)",Comedy,"turn me on, dammit! (få meg på, for faen) (2011)","Turn Me On, Dammit! (Få meg på, for faen) (2011) Comedy"
92154,Faust (2011),Drama,faust (2011),Faust (2011) Drama
92156,Post Mortem (2010),Drama,post mortem (2010),Post Mortem (2010) Drama
92159,Decasia: The State of Decay (2002),Documentary,decasia: the state of decay (2002),Decasia: The State of Decay (2002) Documentary
92161,Viva (2007),Comedy Drama Musical,viva (2007),Viva (2007) Comedy Drama Musical
92163,Fados (2007),Documentary Musical,fados (2007),Fados (2007) Documentary Musical
92165,Go Get Some Rosemary (Daddy Longlegs) (2009),Comedy Drama,go get some rosemary (daddy longlegs) (2009),Go Get Some Rosemary (Daddy Longlegs) (2009) Comedy Drama
92167,Praise (1998),Drama,praise (1998),Praise (1998) Drama
92169,Stanley Kubrick's Boxes (2008),Documentary,stanley kubrick's boxes (2008),Stanley Kubrick's Boxes (2008) Documentary
92172,Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972),Action Crime,street mobster (a.k.a. modern yakuza: outlaw killer) (gendai yakuza: hito-kiri yota) (1972),Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972) Action Crime
92174,Alexandria... Why? (Iskanderija... lih?) (1979),Drama,alexandria... why? (iskanderija... lih?) (1979),Alexandria... Why? (Iskanderija... lih?) (1979) Drama
92176,"Grand Maneuver, The (Les grandes manoeuvres) (1955)",Comedy Drama Romance,"grand maneuver, the (les grandes manoeuvres) (1955)","Grand Maneuver, The (Les grandes manoeuvres) (1955) Comedy Drama Romance"
92178,Can Go Through Skin (Kan door huid heen) (2009),Drama,can go through skin (kan door huid heen) (2009),Can Go Through Skin (Kan door huid heen) (2009) Drama
92180,Morgen (2010),Drama,morgen (2010),Morgen (2010) Drama
92182,"What's Up, Scarlet? (2005)",Comedy Romance,"what's up, scarlet? (2005)","What's Up, Scarlet? (2005) Comedy Romance"
92184,Christmas Evil (a.k.a. You Better Watch Out) (1980),Horror Thriller,christmas evil (a.k.a. you better watch out) (1980),Christmas Evil (a.k.a. You Better Watch Out) (1980) Horror Thriller
92186,Three Wise Men (Kolme viisasta miestä) (2008),Drama,three wise men (kolme viisasta miestä) (2008),Three Wise Men (Kolme viisasta miestä) (2008) Drama
92188,Call Her Savage (1932),Drama,call her savage (1932),Call Her Savage (1932) Drama
92192,Apollo 18 (2011),Horror Sci-Fi Thriller,apollo 18 (2011),Apollo 18 (2011) Horror Sci-Fi Thriller
92196,Crazy Horse (2011),Documentary,crazy horse (2011),Crazy Horse (2011) Documentary
92198,Seeking Justice (2011),Action Drama Thriller,seeking justice (2011),Seeking Justice (2011) Action Drama Thriller
92200,"Sound and the Fury, The (1959)",Drama Romance,"sound and the fury, the (1959)","Sound and the Fury, The (1959) Drama Romance"
92204,"Pointe-Courte, La (1955)",Drama,"pointe-courte, la (1955)","Pointe-Courte, La (1955) Drama"
92206,Hostel: Part III (2011),Horror Thriller,hostel: part iii (2011),Hostel: Part III (2011) Horror Thriller
92208,Wyvern (2009),Horror Sci-Fi Thriller,wyvern (2009),Wyvern (2009) Horror Sci-Fi Thriller
92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure Animation Drama Mystery Sci-Fi,"disappearance of haruhi suzumiya, the (suzumiya haruhi no shôshitsu) (2010)","Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010) Adventure Animation Drama Mystery Sci-Fi"
92214,"Poseidon Adventure, The (2005) ",Action Adventure Drama,"poseidon adventure, the (2005) ","Poseidon Adventure, The (2005)  Action Adventure Drama"
92222,Broken Trail (2006),Action Adventure Crime Drama Western,broken trail (2006),Broken Trail (2006) Action Adventure Crime Drama Western
92224,"River Called Titas, A (Titash Ekti Nadir Naam) (1973)",Drama,"river called titas, a (titash ekti nadir naam) (1973)","River Called Titas, A (Titash Ekti Nadir Naam) (1973) Drama"
92229,"Vanquished, The (I vinti) (1953)",Drama,"vanquished, the (i vinti) (1953)","Vanquished, The (I vinti) (1953) Drama"
92231,"Blue Bird, The (1918)",Fantasy,"blue bird, the (1918)","Blue Bird, The (1918) Fantasy"
92234,Red Tails (2012),Action Adventure Drama War,red tails (2012),Red Tails (2012) Action Adventure Drama War
92236,In Darkness (2011),Drama,in darkness (2011),In Darkness (2011) Drama
92240,Kagi (Odd Obsession) (1959),Drama,kagi (odd obsession) (1959),Kagi (Odd Obsession) (1959) Drama
92243,"Flowers of War, The (Jin líng shí san chai) (2011)",Drama War,"flowers of war, the (jin líng shí san chai) (2011)","Flowers of War, The (Jin líng shí san chai) (2011) Drama War"
92245,Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931),Documentary,enthusiasm (entuziazm: simfoniya donbassa) (1931),Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931) Documentary
92250,"Scenesters, The (2009)",Comedy Crime Mystery,"scenesters, the (2009)","Scenesters, The (2009) Comedy Crime Mystery"
92252,Thunder Soul (2010),Documentary,thunder soul (2010),Thunder Soul (2010) Documentary
92255,"Nun, The (La monja) (2005) ",Horror Thriller,"nun, the (la monja) (2005) ","Nun, The (La monja) (2005)  Horror Thriller"
92257,Vlad (2003),Horror Thriller,vlad (2003),Vlad (2003) Horror Thriller
92259,Intouchables (2011),Comedy Drama,intouchables (2011),Intouchables (2011) Comedy Drama
92262,Declaration of War (La Guerre est Déclarée) (2011),Drama,declaration of war (la guerre est déclarée) (2011),Declaration of War (La Guerre est Déclarée) (2011) Drama
92264,One for the Money (2012),Action Comedy Crime,one for the money (2012),One for the Money (2012) Action Comedy Crime
92266,"Incredible Petrified World, The (1957)",Adventure Sci-Fi,"incredible petrified world, the (1957)","Incredible Petrified World, The (1957) Adventure Sci-Fi"
92268,Queen of the Amazons (1947),Action Adventure Mystery Romance,queen of the amazons (1947),Queen of the Amazons (1947) Action Adventure Mystery Romance
92270,Becoming Chaz (2011),Documentary,becoming chaz (2011),Becoming Chaz (2011) Documentary
92272,Countdown to Looking Glass (1984),Drama,countdown to looking glass (1984),Countdown to Looking Glass (1984) Drama
92307,W.E. (2011),Drama Romance,w.e. (2011),W.E. (2011) Drama Romance
92309,"Innkeepers, The (2011)",Horror Thriller,"innkeepers, the (2011)","Innkeepers, The (2011) Horror Thriller"
92314,Varasto (2011),Comedy Drama,varasto (2011),Varasto (2011) Comedy Drama
92321,Nancy Goes to Rio (1950),Comedy Musical,nancy goes to rio (1950),Nancy Goes to Rio (1950) Comedy Musical
92325,Dog Tags (2008),Drama Romance,dog tags (2008),Dog Tags (2008) Drama Romance
92335,Big Miracle (2012),Drama Romance,big miracle (2012),Big Miracle (2012) Drama Romance
92341,Collision Earth (2011),Action Sci-Fi,collision earth (2011),Collision Earth (2011) Action Sci-Fi
92343,"Great Bank Hoax, The (1978)",Comedy Crime,"great bank hoax, the (1978)","Great Bank Hoax, The (1978) Comedy Crime"
92348,Puss in Boots (Nagagutsu o haita neko) (1969),Adventure Animation Children Comedy Fantasy Romance,puss in boots (nagagutsu o haita neko) (1969),Puss in Boots (Nagagutsu o haita neko) (1969) Adventure Animation Children Comedy Fantasy Romance
92352,Reel Injun (2009),Documentary,reel injun (2009),Reel Injun (2009) Documentary
92354,"Man Called Sledge, A (1970)",Western,"man called sledge, a (1970)","Man Called Sledge, A (1970) Western"
92357,Cameraman: The Life and Work of Jack Cardiff (2010),Documentary,cameraman: the life and work of jack cardiff (2010),Cameraman: The Life and Work of Jack Cardiff (2010) Documentary
92371,Yolki (2010),Comedy,yolki (2010),Yolki (2010) Comedy
92374,Yolki 2 (2011),Comedy,yolki 2 (2011),Yolki 2 (2011) Comedy
92376,This Time Around (2003),Comedy Romance,this time around (2003),This Time Around (2003) Comedy Romance
92378,Enid (2009),Drama,enid (2009),Enid (2009) Drama
92380,Jenny (1936),Drama,jenny (1936),Jenny (1936) Drama
92382,"Straits of Love and Hate, The (Aien kyo) (1937)",Drama,"straits of love and hate, the (aien kyo) (1937)","Straits of Love and Hate, The (Aien kyo) (1937) Drama"
92389,State Fair (1933),Comedy Drama Romance,state fair (1933),State Fair (1933) Comedy Drama Romance
92391,Grave Encounters (2011),Horror,grave encounters (2011),Grave Encounters (2011) Horror
92393,Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010),Action Crime Mystery,detective dee and the mystery of the phantom flame (di renjie) (2010),Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010) Action Crime Mystery
92399,Hurry Sundown (1967),Drama,hurry sundown (1967),Hurry Sundown (1967) Drama
92408,Batch '81 (1982),Drama,batch '81 (1982),Batch '81 (1982) Drama
92410,"Eleventh Year, The (Odinnadtsatyy) (1928) ",Documentary,"eleventh year, the (odinnadtsatyy) (1928) ","Eleventh Year, The (Odinnadtsatyy) (1928)  Documentary"
92412,Forever Yours (Ikuisesti sinun) (2011),Documentary,forever yours (ikuisesti sinun) (2011),Forever Yours (Ikuisesti sinun) (2011) Documentary
92416,Kariera Nikosia Dyzmy (2002),Comedy,kariera nikosia dyzmy (2002),Kariera Nikosia Dyzmy (2002) Comedy
92418,E=mc2 (2002),Action Comedy,e=mc2 (2002),E=mc2 (2002) Action Comedy
92420,Chronicle (2012),Action Sci-Fi Thriller,chronicle (2012),Chronicle (2012) Action Sci-Fi Thriller
92422,"Woman in Black, The (2012)",Drama Horror Thriller,"woman in black, the (2012)","Woman in Black, The (2012) Drama Horror Thriller"
92424,Dottie Gets Spanked (1993),Drama,dottie gets spanked (1993),Dottie Gets Spanked (1993) Drama
92427,Woman in Love (Rubbeldiekatz) (2011),Comedy,woman in love (rubbeldiekatz) (2011),Woman in Love (Rubbeldiekatz) (2011) Comedy
92435,"Dancing Hawk, The (Tanczacy jastrzab) (1978)",(no genres listed),"dancing hawk, the (tanczacy jastrzab) (1978)","Dancing Hawk, The (Tanczacy jastrzab) (1978) (no genres listed)"
92437,Toast (2010),Comedy Drama,toast (2010),Toast (2010) Comedy Drama
92439,"Art of Getting By, The (2011)",Drama Romance,"art of getting by, the (2011)","Art of Getting By, The (2011) Drama Romance"
92441,"Human Resources Manager, The (2010)",Drama,"human resources manager, the (2010)","Human Resources Manager, The (2010) Drama"
92446,"Overcoat, The (Il cappotto) (1952)",Comedy Drama Fantasy,"overcoat, the (il cappotto) (1952)","Overcoat, The (Il cappotto) (1952) Comedy Drama Fantasy"
92448,Bucky Larson: Born to Be a Star (2011),Comedy,bucky larson: born to be a star (2011),Bucky Larson: Born to Be a Star (2011) Comedy
92453,"Moine, Le (Monk, The) (2011)",Drama Mystery Thriller,"moine, le (monk, the) (2011)","Moine, Le (Monk, The) (2011) Drama Mystery Thriller"
92455,Can Mr. Smith Get to Washington Anymore? (2006),Documentary,can mr. smith get to washington anymore? (2006),Can Mr. Smith Get to Washington Anymore? (2006) Documentary
92457,"Doll's House, A (1973)",Drama,"doll's house, a (1973)","Doll's House, A (1973) Drama"
92461,"Canyon, The (2009)",Thriller,"canyon, the (2009)","Canyon, The (2009) Thriller"
92471,Cass Timberlane (1947),Drama Romance,cass timberlane (1947),Cass Timberlane (1947) Drama Romance
92475,All Watched Over by Machines of Loving Grace (2011),Documentary,all watched over by machines of loving grace (2011),All Watched Over by Machines of Loving Grace (2011) Documentary
92477,Yes: 9012 Live (1985),Documentary Musical,yes: 9012 live (1985),Yes: 9012 Live (1985) Documentary Musical
92479,Kisses for My President (1964),Comedy,kisses for my president (1964),Kisses for My President (1964) Comedy
92481,Third Star (2010),Comedy Drama,third star (2010),Third Star (2010) Comedy Drama
92483,Living Proof (2008),Drama,living proof (2008),Living Proof (2008) Drama
92490,Barbie in the Nutcracker (2001),Animation Children Musical,barbie in the nutcracker (2001),Barbie in the Nutcracker (2001) Animation Children Musical
92494,Dylan Moran: Monster (2004),Comedy Documentary,dylan moran: monster (2004),Dylan Moran: Monster (2004) Comedy Documentary
92496,"Dylan Moran: Like, Totally (2006)",Comedy,"dylan moran: like, totally (2006)","Dylan Moran: Like, Totally (2006) Comedy"
92498,Dylan Moran Live: What It Is (2009),Comedy,dylan moran live: what it is (2009),Dylan Moran Live: What It Is (2009) Comedy
92500,"Dylan Moran: Yeah, Yeah (2011)",Comedy,"dylan moran: yeah, yeah (2011)","Dylan Moran: Yeah, Yeah (2011) Comedy"
92507,Safe House (2012),Action Crime Mystery Thriller,safe house (2012),Safe House (2012) Action Crime Mystery Thriller
92509,"Vow, The (2012)",Drama Romance,"vow, the (2012)","Vow, The (2012) Drama Romance"
92511,Swamp Shark (2011),Sci-Fi,swamp shark (2011),Swamp Shark (2011) Sci-Fi
92514,Moon of the Wolf (1972),Horror Mystery,moon of the wolf (1972),Moon of the Wolf (1972) Horror Mystery
92516,She Gods of Shark Reef (1958),Adventure,she gods of shark reef (1958),She Gods of Shark Reef (1958) Adventure
92518,King Kong Escapes (Kingu Kongu no gyakushû) (1967),Action Adventure Sci-Fi,king kong escapes (kingu kongu no gyakushû) (1967),King Kong Escapes (Kingu Kongu no gyakushû) (1967) Action Adventure Sci-Fi
92520,"Chocolate Soldier, The (1941)",Comedy Musical,"chocolate soldier, the (1941)","Chocolate Soldier, The (1941) Comedy Musical"
92522,Frisco Jenny (1932),Drama,frisco jenny (1932),Frisco Jenny (1932) Drama
92533,My Boy Jack (2007),Drama War,my boy jack (2007),My Boy Jack (2007) Drama War
92535,Louis C.K.: Live at the Beacon Theater (2011),Comedy,louis c.k.: live at the beacon theater (2011),Louis C.K.: Live at the Beacon Theater (2011) Comedy
92593,Special Bulletin (1983),Drama,special bulletin (1983),Special Bulletin (1983) Drama
92600,"As Luck Would Have It (Chispa de la vida, La) (2011)",Drama,"as luck would have it (chispa de la vida, la) (2011)","As Luck Would Have It (Chispa de la vida, La) (2011) Drama"
92606,"Black Power Mixtape 1967-1975, The (2011)",Documentary,"black power mixtape 1967-1975, the (2011)","Black Power Mixtape 1967-1975, The (2011) Documentary"
92611,"Girl from Jones Beach, The (1949)",Comedy,"girl from jones beach, the (1949)","Girl from Jones Beach, The (1949) Comedy"
92613,Holding Trevor (2007),Drama Romance,holding trevor (2007),Holding Trevor (2007) Drama Romance
92633,"Castle of Sand, The (Suna no utsuwa) (1974)",Crime Mystery Thriller,"castle of sand, the (suna no utsuwa) (1974)","Castle of Sand, The (Suna no utsuwa) (1974) Crime Mystery Thriller"
92635,At Home by Myself... with You (2009),Comedy Romance,at home by myself... with you (2009),At Home by Myself... with You (2009) Comedy Romance
92637,Pitfall (Otoshiana) (1962),Crime Drama Fantasy,pitfall (otoshiana) (1962),Pitfall (Otoshiana) (1962) Crime Drama Fantasy
92639,Casual Relations (1973),Drama,casual relations (1973),Casual Relations (1973) Drama
92641,Warsaw Bridge (Pont de Varsòvia) (1990),(no genres listed),warsaw bridge (pont de varsòvia) (1990),Warsaw Bridge (Pont de Varsòvia) (1990) (no genres listed)
92643,Monsieur Lazhar (2011),Children Comedy Drama,monsieur lazhar (2011),Monsieur Lazhar (2011) Children Comedy Drama
92646,Tin Pan Alley (1940),Drama Musical Romance,tin pan alley (1940),Tin Pan Alley (1940) Drama Musical Romance
92648,BookWars (2000),Comedy Crime Documentary,bookwars (2000),BookWars (2000) Comedy Crime Documentary
92652,Windfall (2010),Documentary,windfall (2010),Windfall (2010) Documentary
92658,Kino-Eye (Kinoglaz) (1924),Documentary,kino-eye (kinoglaz) (1924),Kino-Eye (Kinoglaz) (1924) Documentary
92660,Silence (Chinmoku) (1971),Drama,silence (chinmoku) (1971),Silence (Chinmoku) (1971) Drama
92665,"For a Good Time, Call... (2012)",Comedy Drama Romance,"for a good time, call... (2012)","For a Good Time, Call... (2012) Comedy Drama Romance"
92670,"Jodorowsky Constellation, The (La constellation Jodorowsky) (1994)",Documentary,"jodorowsky constellation, the (la constellation jodorowsky) (1994)","Jodorowsky Constellation, The (La constellation Jodorowsky) (1994) Documentary"
92672,Casey Jones (2011),Action Adventure Fantasy,casey jones (2011),Casey Jones (2011) Action Adventure Fantasy
92674,Janie Jones (2010),Drama Musical,janie jones (2010),Janie Jones (2010) Drama Musical
92676,Thirteen Women (1932),Drama Mystery,thirteen women (1932),Thirteen Women (1932) Drama Mystery
92681,Journey 2: The Mysterious Island (2012),Action Adventure Comedy Sci-Fi IMAX,journey 2: the mysterious island (2012),Journey 2: The Mysterious Island (2012) Action Adventure Comedy Sci-Fi IMAX
92683,Stella Does Tricks (1996),Drama,stella does tricks (1996),Stella Does Tricks (1996) Drama
92685,Valerie (2006),Drama,valerie (2006),Valerie (2006) Drama
92687,"Boys, The (Pojat) (1962)",Drama War,"boys, the (pojat) (1962)","Boys, The (Pojat) (1962) Drama War"
92691,Hoodoo Ann (1916),Comedy Drama Romance,hoodoo ann (1916),Hoodoo Ann (1916) Comedy Drama Romance
92694,Perfect Sense (2011),Drama Romance Sci-Fi,perfect sense (2011),Perfect Sense (2011) Drama Romance Sci-Fi
92696,"Shrine, The (2010)",Horror,"shrine, the (2010)","Shrine, The (2010) Horror"
92698,Israeli Intelligence (Hamosad Hasagur) (2007),Action Comedy,israeli intelligence (hamosad hasagur) (2007),Israeli Intelligence (Hamosad Hasagur) (2007) Action Comedy
92702,Johnny Cash at Folsom Prison (2008),Documentary,johnny cash at folsom prison (2008),Johnny Cash at Folsom Prison (2008) Documentary
92713,Forest of Bliss (1986),Documentary,forest of bliss (1986),Forest of Bliss (1986) Documentary
92715,"Artist, The (El Artista) (2008)",Comedy Drama,"artist, the (el artista) (2008)","Artist, The (El Artista) (2008) Comedy Drama"
92719,Tim and Eric's Billion Dollar Movie (2012),Comedy,tim and eric's billion dollar movie (2012),Tim and Eric's Billion Dollar Movie (2012) Comedy
92726,"Pearl, The (La perla) (1947)",Adventure Drama Romance,"pearl, the (la perla) (1947)","Pearl, The (La perla) (1947) Adventure Drama Romance"
92728,"Summer by the River, A (Kuningasjätkä) (1998)",Drama,"summer by the river, a (kuningasjätkä) (1998)","Summer by the River, A (Kuningasjätkä) (1998) Drama"
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),Children Fantasy,rollo and the woods sprite (rölli ja metsänhenki) (2001),Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001) Children Fantasy
92738,Beautiful Kate (2009),Drama Mystery,beautiful kate (2009),Beautiful Kate (2009) Drama Mystery
92740,Chapiteau-show (Shapito-shou) (2011),Adventure Comedy,chapiteau-show (shapito-shou) (2011),Chapiteau-show (Shapito-shou) (2011) Adventure Comedy
92747,Vacuum-Cleaner Salesmen (Pölynimurikauppiaat) (1993),Documentary,vacuum-cleaner salesmen (pölynimurikauppiaat) (1993),Vacuum-Cleaner Salesmen (Pölynimurikauppiaat) (1993) Documentary
92749,"Sommer der Gaukler, Der (2011)",Comedy,"sommer der gaukler, der (2011)","Sommer der Gaukler, Der (2011) Comedy"
92751,Kokowääh (2011),Comedy,kokowääh (2011),Kokowääh (2011) Comedy
92756,Hearts of the West (1975),Comedy Western,hearts of the west (1975),Hearts of the West (1975) Comedy Western
92758,When Love Is Not Enough: The Lois Wilson Story (2010),Drama,when love is not enough: the lois wilson story (2010),When Love Is Not Enough: The Lois Wilson Story (2010) Drama
92760,"Atomic Brain, The (1963)",Horror Sci-Fi,"atomic brain, the (1963)","Atomic Brain, The (1963) Horror Sci-Fi"
92768,Sixpack (Pussikaljaelokuva) (2011),Comedy Drama,sixpack (pussikaljaelokuva) (2011),Sixpack (Pussikaljaelokuva) (2011) Comedy Drama
92781,"City Dark, The (2011)",Documentary,"city dark, the (2011)","City Dark, The (2011) Documentary"
92783,Latin Music USA (2009),Documentary Musical,latin music usa (2009),Latin Music USA (2009) Documentary Musical
92787,OKA! (2011),Drama,oka! (2011),OKA! (2011) Drama
92789,Bombay Beach (2011),Documentary Drama Musical,bombay beach (2011),Bombay Beach (2011) Documentary Drama Musical
92793,Rusalochka (The Little Mermaid) (1976),Children Fantasy Musical Romance,rusalochka (the little mermaid) (1976),Rusalochka (The Little Mermaid) (1976) Children Fantasy Musical Romance
92804,Bodyguards and Assassins (2009),Action Drama,bodyguards and assassins (2009),Bodyguards and Assassins (2009) Action Drama
92817,"Sorcerer and the White Snake, The (Bai she chuan shuo) (2011)",Action Fantasy Romance,"sorcerer and the white snake, the (bai she chuan shuo) (2011)","Sorcerer and the White Snake, The (Bai she chuan shuo) (2011) Action Fantasy Romance"
92819,"Flying Swords of Dragon Gate, The (Long men fei jia) (2011)",Action Adventure IMAX,"flying swords of dragon gate, the (long men fei jia) (2011)","Flying Swords of Dragon Gate, The (Long men fei jia) (2011) Action Adventure IMAX"
92829,Smokin' Aces 2: Assassins' Ball (2010),Action,smokin' aces 2: assassins' ball (2010),Smokin' Aces 2: Assassins' Ball (2010) Action
92836,Knuckle (2011),Documentary,knuckle (2011),Knuckle (2011) Documentary
92841,Winter in Wartime (2008),Drama War,winter in wartime (2008),Winter in Wartime (2008) Drama War
92843,"Three Musketeers, The (1939)",Adventure Comedy Musical,"three musketeers, the (1939)","Three Musketeers, The (1939) Adventure Comedy Musical"
92845,Untamed Youth (1957),Drama,untamed youth (1957),Untamed Youth (1957) Drama
92852,Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras) (2009),Children Comedy Musical,ricky rapper and the bicycle thief (risto räppääjä ja polkupyörävaras) (2009),Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras) (2009) Children Comedy Musical
92867,"Truth About Love, The (2005)",Comedy Romance,"truth about love, the (2005)","Truth About Love, The (2005) Comedy Romance"
92872,Plans for Tomorrow (Planes para mañana) (2010),Drama,plans for tomorrow (planes para mañana) (2010),Plans for Tomorrow (Planes para mañana) (2010) Drama
92874,Born to Be Bad (1934),Drama Romance,born to be bad (1934),Born to Be Bad (1934) Drama Romance
92881,Such Is Life (Así es la vida...) (2000),Drama Romance,such is life (así es la vida...) (2000),Such Is Life (Así es la vida...) (2000) Drama Romance
92883,"Mysterious X, The (Sealed Orders) (Det hemmelighedsfulde X) (1914)",Drama War,"mysterious x, the (sealed orders) (det hemmelighedsfulde x) (1914)","Mysterious X, The (Sealed Orders) (Det hemmelighedsfulde X) (1914) Drama War"
